id_wejscia,id_osoby,id_filii,data_wejscia,data_wyjscia
436,148,10,2025-12-28 19:12:08,2025-12-28 22:09:08
437,904,10,2025-12-28 19:13:44,2025-12-28 21:07:44
438,429,9,2025-12-28 19:13:28,2025-12-28 22:47:28
439,301,2,2025-12-28 19:14:11,2025-12-28 19:55:11
440,759,9,2025-12-28 19:12:49,2025-12-28 19:45:49
441,9,5,2025-12-28 19:14:41,2025-12-28 20:41:41
442,739,4,2025-12-28 19:11:51,2025-12-28 20:43:51
443,86,8,2025-12-28 19:12:15,2025-12-28 21:59:15
444,442,7,2025-12-28 19:12:08,2025-12-28 22:42:08
445,580,7,2025-12-28 19:12:51,2025-12-28 22:10:51
446,581,10,2025-12-28 19:13:34,2025-12-28 19:40:34
447,595,9,2025-12-28 19:12:18,2025-12-28 21:30:18
448,613,10,2025-12-28 19:13:25,2025-12-28 20:09:25
449,119,4,2025-12-28 19:14:42,2025-12-28 21:57:42
450,727,10,2025-12-28 19:11:59,2025-12-28 19:53:59
451,988,8,2025-12-28 19:12:20,2025-12-28 20:12:20
452,570,9,2025-12-28 19:12:37,2025-12-28 21:39:37
453,342,7,2025-12-28 19:13:48,2025-12-28 20:25:48
454,60,2,2025-12-28 19:13:16,2025-12-28 22:12:16
455,132,4,2025-12-28 19:14:47,2025-12-28 22:14:47
456,31,6,2025-12-28 19:14:09,2025-12-28 19:29:09
457,19,8,2025-12-28 19:14:06,2025-12-28 20:49:06
458,261,9,2025-12-28 19:12:55,2025-12-28 20:35:55
459,273,8,2025-12-28 19:14:25,2025-12-28 20:22:25
460,545,8,2025-12-28 19:12:36,2025-12-28 21:14:36
461,896,7,2025-12-28 19:12:38,2025-12-28 20:51:38
462,162,3,2025-12-28 19:14:37,2025-12-28 19:26:37
463,182,10,2025-12-28 19:12:17,2025-12-28 21:10:17
464,349,8,2025-12-28 19:12:44,2025-12-28 20:52:44
465,674,8,2025-12-28 19:12:30,2025-12-28 22:41:30
466,100,4,2025-12-28 19:12:48,2025-12-28 23:01:48
467,545,9,2025-12-28 19:13:16,2025-12-28 20:56:16
468,607,9,2025-12-28 19:12:34,2025-12-28 22:53:34
469,615,4,2025-12-28 19:14:28,2025-12-28 19:57:28
470,754,6,2025-12-28 19:13:19,2025-12-28 21:38:19
471,490,7,2025-12-28 19:12:39,2025-12-28 20:00:39
472,853,4,2025-12-28 19:14:16,2025-12-28 21:45:16
473,532,7,2025-12-28 19:14:51,2025-12-28 19:22:51
474,254,2,2025-12-28 19:12:35,2025-12-28 20:36:35
475,910,10,2025-12-28 19:14:33,2025-12-28 22:33:33
476,193,8,2025-12-28 19:14:17,2025-12-28 20:21:17
477,591,4,2025-12-28 19:13:14,2025-12-28 21:05:14
478,677,1,2025-12-28 19:14:45,2025-12-28 21:15:45
479,739,7,2025-12-28 19:14:21,2025-12-28 21:05:21
480,697,9,2025-12-28 19:13:33,2025-12-28 22:43:33
481,382,7,2025-12-28 19:14:40,2025-12-28 21:33:40
482,661,4,2025-12-28 19:13:51,2025-12-28 20:11:51
483,867,4,2025-12-28 19:12:30,2025-12-28 21:56:30
484,1000,10,2025-12-28 19:14:08,2025-12-28 21:28:08
485,992,9,2025-12-28 19:12:24,2025-12-28 22:45:24
486,65,9,2025-12-28 19:13:42,2025-12-28 21:41:42
487,99,1,2025-12-28 19:12:58,2025-12-28 23:08:58
488,986,5,2025-12-28 19:12:30,2025-12-28 20:46:30
489,272,10,2025-12-28 19:14:19,2025-12-28 19:56:19
490,127,4,2025-12-28 19:14:33,2025-12-28 19:46:33
491,28,10,2025-12-28 19:11:56,2025-12-28 22:01:56
492,93,9,2025-12-28 19:14:25,2025-12-28 21:28:25
493,708,2,2025-12-28 19:11:53,2025-12-28 19:31:53
494,69,4,2025-12-28 19:13:49,2025-12-28 21:14:49
495,520,7,2025-12-28 19:14:28,2025-12-28 20:26:28
496,796,5,2025-12-28 19:14:17,2025-12-28 21:41:17
497,508,4,2025-12-28 19:12:03,2025-12-28 21:06:03
498,199,8,2025-12-28 19:13:30,2025-12-28 21:14:30
499,455,4,2025-12-28 19:14:24,2025-12-28 20:26:24
500,325,7,2025-12-28 19:14:24,2025-12-28 22:36:24
501,780,5,2025-12-28 19:13:09,2025-12-28 21:33:09
502,263,2,2025-12-28 19:12:31,2025-12-28 20:55:31
503,30,5,2025-12-28 19:14:30,2025-12-28 20:36:30
504,114,4,2025-12-28 19:12:07,2025-12-28 19:26:07
505,264,4,2025-12-28 19:14:28,2025-12-28 19:37:28
506,181,2,2025-12-28 19:14:14,2025-12-28 20:08:14
507,606,4,2025-12-28 19:12:42,2025-12-28 20:39:42
508,755,3,2025-12-28 19:14:40,2025-12-28 22:04:40
509,458,7,2025-12-28 19:13:19,2025-12-28 23:05:19
510,308,3,2025-12-28 19:12:28,2025-12-28 21:35:28
511,695,4,2025-12-28 19:12:58,2025-12-28 20:49:58
512,41,6,2025-12-28 19:13:23,2025-12-28 19:23:23
513,23,9,2025-12-28 19:13:37,2025-12-28 20:56:37
514,914,2,2025-12-28 19:14:20,2025-12-28 21:46:20
515,480,2,2025-12-28 19:14:24,2025-12-28 22:51:24
516,576,4,2025-12-28 19:12:45,2025-12-28 22:21:45
517,839,2,2025-12-28 19:13:02,2025-12-28 22:44:02
518,267,8,2025-12-28 19:14:46,2025-12-28 20:25:46
519,467,2,2025-12-28 19:13:56,2025-12-28 23:02:56
520,206,3,2025-12-28 19:12:32,2025-12-28 20:13:32
521,823,5,2025-12-28 19:12:00,2025-12-28 20:43:00
522,279,10,2025-12-28 19:13:26,2025-12-28 20:01:26
523,153,9,2025-12-28 19:12:26,2025-12-28 19:19:26
524,902,8,2025-12-28 19:14:30,2025-12-28 21:33:30
525,537,6,2025-12-28 19:13:21,2025-12-28 22:25:21
526,36,7,2025-12-28 19:12:57,2025-12-28 19:42:57
527,455,8,2025-12-28 19:13:54,2025-12-28 19:59:54
528,133,9,2025-12-28 19:12:46,2025-12-28 20:28:46
529,988,5,2025-12-28 19:12:12,2025-12-28 20:12:12
530,240,7,2025-12-28 19:12:42,2025-12-28 21:36:42
531,322,8,2025-12-28 19:12:56,2025-12-28 21:53:56
532,396,8,2025-12-28 19:13:31,2025-12-28 21:15:31
533,500,4,2025-12-28 19:13:26,2025-12-28 20:07:26
534,374,3,2025-12-28 19:13:28,2025-12-28 23:00:28
535,430,8,2025-12-28 19:13:19,2025-12-28 21:43:19
536,177,5,2025-12-28 19:14:44,2025-12-28 20:45:44
537,607,1,2025-12-28 19:14:46,2025-12-28 20:29:46
538,548,8,2025-12-28 19:12:07,2025-12-28 20:10:07
539,844,10,2025-12-28 19:11:57,2025-12-28 22:27:57
540,832,2,2025-12-28 19:12:15,2025-12-28 22:31:15
541,385,2,2025-12-28 19:14:37,2025-12-28 20:55:37
542,826,2,2025-12-28 19:13:01,2025-12-28 22:08:01
543,356,4,2025-12-28 19:13:46,2025-12-28 19:30:46
544,878,10,2025-12-28 19:11:59,2025-12-28 21:04:59
545,440,3,2025-12-28 19:14:50,2025-12-28 21:34:50
546,68,1,2025-12-28 19:12:13,2025-12-28 19:51:13
547,615,1,2025-12-28 19:14:20,2025-12-28 23:14:20
548,158,4,2025-12-28 19:12:15,2025-12-28 20:06:15
549,696,10,2025-12-28 19:14:13,2025-12-28 22:59:13
550,367,3,2025-12-28 19:14:44,2025-12-28 22:38:44
551,308,3,2025-12-28 19:14:09,2025-12-28 22:18:09
552,550,7,2025-12-28 19:13:52,2025-12-28 22:39:52
553,610,8,2025-12-28 19:14:20,2025-12-28 21:40:20
554,773,3,2025-12-28 19:14:17,2025-12-28 22:56:17
555,735,7,2025-12-28 19:12:42,2025-12-28 22:34:42
556,239,4,2025-12-28 19:14:04,2025-12-28 21:27:04
557,803,5,2025-12-28 19:12:14,2025-12-28 19:29:14
558,232,2,2025-12-28 19:11:57,2025-12-28 19:52:57
559,625,9,2025-12-28 19:14:05,2025-12-28 19:48:05
560,679,4,2025-12-28 19:14:40,2025-12-28 21:42:40
561,725,4,2025-12-28 19:12:27,2025-12-28 22:05:27
562,159,10,2025-12-28 19:14:51,2025-12-28 23:03:51
563,472,2,2025-12-28 19:12:08,2025-12-28 21:00:08
564,844,9,2025-12-28 19:14:50,2025-12-28 21:50:50
565,94,4,2025-12-28 19:14:31,2025-12-28 22:23:31
566,267,7,2025-12-28 19:13:51,2025-12-28 22:55:51
567,824,6,2025-12-28 19:13:56,2025-12-28 21:56:56
568,818,9,2025-12-28 19:14:39,2025-12-28 20:59:39
569,362,3,2025-12-28 19:12:14,2025-12-28 20:17:14
570,670,10,2025-12-28 19:13:11,2025-12-28 19:23:11
571,336,8,2025-12-28 19:14:34,2025-12-28 23:08:34
572,766,3,2025-12-28 19:14:04,2025-12-28 22:53:04
573,335,10,2025-12-28 19:12:07,2025-12-28 23:10:07
574,445,7,2025-12-28 19:13:00,2025-12-28 20:08:00
575,485,7,2025-12-28 19:14:04,2025-12-28 19:25:04
576,304,1,2025-12-28 19:12:31,2025-12-28 20:57:31
577,453,10,2025-12-28 19:12:24,2025-12-28 20:55:24
578,597,9,2025-12-28 19:13:16,2025-12-28 22:56:16
579,183,4,2025-12-28 19:12:17,2025-12-28 21:16:17
580,301,7,2025-12-28 19:13:24,2025-12-28 21:41:24
581,887,2,2025-12-28 19:13:16,2025-12-28 20:27:16
582,124,10,2025-12-28 19:13:59,2025-12-28 19:24:59
583,576,10,2025-12-28 19:12:05,2025-12-28 20:02:05
584,118,4,2025-12-28 19:14:37,2025-12-28 21:49:37
585,410,4,2025-12-28 19:13:23,2025-12-28 21:51:23
586,490,6,2025-12-28 19:14:42,2025-12-28 22:43:42
587,40,10,2025-12-28 19:14:26,2025-12-28 19:54:26
588,898,1,2025-12-28 19:13:58,2025-12-28 20:47:58
589,586,9,2025-12-28 19:14:34,2025-12-28 20:00:34
590,685,6,2025-12-28 19:11:59,2025-12-28 21:24:59
591,177,9,2025-12-28 19:13:56,2025-12-28 19:59:56
592,884,2,2025-12-28 19:13:48,2025-12-28 21:38:48
593,433,6,2025-12-28 19:14:21,2025-12-28 21:01:21
594,515,9,2025-12-28 19:13:35,2025-12-28 21:08:35
595,984,1,2025-12-28 19:13:50,2025-12-28 22:39:50
596,28,2,2025-12-28 19:13:43,2025-12-28 19:23:43
597,717,1,2025-12-28 19:13:50,2025-12-28 22:28:50
598,714,6,2025-12-28 19:13:16,2025-12-28 22:44:16
599,800,3,2025-12-28 19:11:54,2025-12-28 21:53:54
600,756,4,2025-12-28 19:13:47,2025-12-28 20:03:47
601,959,8,2025-12-28 19:12:11,2025-12-28 20:35:11
602,587,6,2025-12-28 19:13:49,2025-12-28 22:21:49
603,42,7,2025-12-28 19:12:08,2025-12-28 19:38:08
604,310,7,2025-12-28 19:14:40,2025-12-28 21:51:40
605,270,3,2025-12-28 19:14:42,2025-12-28 20:25:42
606,716,10,2025-12-28 19:13:28,2025-12-28 20:53:28
607,142,3,2025-12-28 19:13:07,2025-12-28 21:29:07
608,549,6,2025-12-28 19:14:36,2025-12-28 19:22:36
609,981,2,2025-12-28 19:13:49,2025-12-28 21:14:49
610,138,8,2025-12-28 19:12:16,2025-12-28 20:41:16
611,928,2,2025-12-28 19:12:47,2025-12-28 19:52:47
612,831,10,2025-12-28 19:14:19,2025-12-28 21:04:19
613,551,4,2025-12-28 19:13:47,2025-12-28 22:49:47
614,977,7,2025-12-28 19:12:28,2025-12-28 21:11:28
615,71,6,2025-12-28 19:12:09,2025-12-28 22:51:09
616,256,9,2025-12-28 19:13:55,2025-12-28 20:13:55
617,414,5,2025-12-28 19:13:50,2025-12-28 20:55:50
618,588,7,2025-12-28 19:14:13,2025-12-28 21:57:13
619,28,10,2025-12-28 19:13:25,2025-12-28 21:25:25
620,498,8,2025-12-28 19:13:08,2025-12-28 22:32:08
621,74,2,2025-12-28 19:11:54,2025-12-28 22:07:54
622,636,4,2025-12-28 19:12:55,2025-12-28 19:32:55
623,542,4,2025-12-28 19:14:20,2025-12-28 22:18:20
624,426,3,2025-12-28 19:14:36,2025-12-28 20:54:36
625,894,2,2025-12-28 19:13:40,2025-12-28 20:26:40
626,868,7,2025-12-28 19:13:36,2025-12-28 19:56:36
627,826,2,2025-12-28 19:12:09,2025-12-28 22:39:09
628,30,3,2025-12-28 19:12:31,2025-12-28 22:17:31
629,508,9,2025-12-28 19:13:53,2025-12-28 20:48:53
630,979,8,2025-12-28 19:14:20,2025-12-28 20:08:20
631,701,2,2025-12-28 19:13:33,2025-12-28 23:07:33
632,354,5,2025-12-28 19:12:03,2025-12-28 21:49:03
633,162,4,2025-12-28 19:12:35,2025-12-28 20:28:35
634,581,7,2025-12-28 19:12:59,2025-12-28 20:25:59
635,89,1,2025-12-28 19:12:55,2025-12-28 22:10:55
636,49,5,2025-12-28 19:14:17,2025-12-28 21:34:17
637,520,8,2025-12-28 19:12:18,2025-12-28 22:56:18
638,838,6,2025-12-28 19:12:06,2025-12-28 20:39:06
639,21,4,2025-12-28 19:14:37,2025-12-28 20:57:37
640,189,9,2025-12-28 19:13:39,2025-12-28 20:55:39
641,896,6,2025-12-28 19:13:08,2025-12-28 19:46:08
642,354,10,2025-12-28 19:11:55,2025-12-28 22:24:55
643,597,3,2025-12-28 19:14:22,2025-12-28 21:21:22
644,919,10,2025-12-28 19:12:47,2025-12-28 21:04:47
645,631,1,2025-12-28 19:11:56,2025-12-28 21:05:56
646,801,10,2025-12-28 19:13:26,2025-12-28 21:42:26
647,169,4,2025-12-28 19:12:44,2025-12-28 20:14:44
648,973,3,2025-12-28 19:14:39,2025-12-28 21:40:39
649,694,8,2025-12-28 19:12:36,2025-12-28 21:56:36
650,751,7,2025-12-28 19:14:43,2025-12-28 21:05:43
651,47,1,2025-12-28 19:12:12,2025-12-28 23:07:12
652,787,9,2025-12-28 19:13:01,2025-12-28 22:23:01
653,246,7,2025-12-28 19:12:39,2025-12-28 19:56:39
654,829,4,2025-12-28 19:13:12,2025-12-28 21:13:12
655,999,5,2025-12-28 19:13:46,2025-12-28 23:08:46
656,369,2,2025-12-28 19:12:02,2025-12-28 19:42:02
657,747,10,2025-12-28 19:13:58,2025-12-28 20:00:58
658,872,4,2025-12-28 19:14:04,2025-12-28 22:18:04
659,448,1,2025-12-28 19:13:41,2025-12-28 22:56:41
660,294,4,2025-12-28 19:12:55,2025-12-28 21:38:55
661,647,5,2025-12-28 19:12:24,2025-12-28 19:17:24
662,347,8,2025-12-28 19:12:01,2025-12-28 22:49:01
663,521,6,2025-12-28 19:12:44,2025-12-28 21:37:44
664,642,10,2025-12-28 19:13:53,2025-12-28 20:15:53
665,44,10,2025-12-28 19:12:29,2025-12-28 21:12:29
666,84,8,2025-12-28 19:12:12,2025-12-28 23:12:12
667,427,7,2025-12-28 19:13:47,2025-12-28 22:36:47
668,198,2,2025-12-28 19:11:57,2025-12-28 21:06:57
669,405,6,2025-12-28 19:12:52,2025-12-28 22:36:52
670,430,8,2025-12-28 19:12:54,2025-12-28 20:18:54
671,865,9,2025-12-28 19:14:09,2025-12-28 21:00:09
672,85,6,2025-12-28 19:12:36,2025-12-28 22:07:36
673,524,2,2025-12-28 19:12:38,2025-12-28 20:41:38
674,506,10,2025-12-28 19:12:27,2025-12-28 20:32:27
675,272,10,2025-12-28 19:12:51,2025-12-28 20:33:51
676,994,3,2025-12-28 19:13:54,2025-12-28 23:07:54
677,944,9,2025-12-28 19:12:31,2025-12-28 21:27:31
678,327,7,2025-12-28 19:14:43,2025-12-28 23:04:43
679,552,10,2025-12-28 19:11:57,2025-12-28 21:00:57
680,780,5,2025-12-28 19:12:25,2025-12-28 19:37:25
681,983,5,2025-12-28 19:13:01,2025-12-28 19:33:01
682,659,7,2025-12-28 19:11:58,2025-12-28 20:43:58
683,56,8,2025-12-28 19:12:09,2025-12-28 19:55:09
684,973,2,2025-12-28 19:12:31,2025-12-28 20:01:31
685,32,3,2025-12-28 19:14:06,2025-12-28 20:52:06
686,323,6,2025-12-28 19:11:56,2025-12-28 20:01:56
687,647,4,2025-12-28 19:13:32,2025-12-28 21:49:32
688,230,5,2025-12-28 19:13:20,2025-12-28 19:37:20
689,901,7,2025-12-28 19:14:19,2025-12-28 19:41:19
690,174,2,2025-12-28 19:14:46,2025-12-28 21:22:46
691,2,5,2025-12-28 19:12:40,2025-12-28 21:47:40
692,174,8,2025-12-28 19:13:27,2025-12-28 21:22:27
693,904,5,2025-12-28 19:11:54,2025-12-28 21:52:54
694,450,9,2025-12-28 19:13:23,2025-12-28 23:04:23
695,581,5,2025-12-28 19:12:30,2025-12-28 19:39:30
696,605,5,2025-12-28 19:12:39,2025-12-28 22:50:39
697,476,10,2025-12-28 19:12:23,2025-12-28 19:33:23
698,608,3,2025-12-28 19:14:45,2025-12-28 22:03:45
699,502,9,2025-12-28 19:12:08,2025-12-28 21:12:08
700,818,7,2025-12-28 19:13:08,2025-12-28 23:03:08
701,516,5,2025-12-28 19:14:12,2025-12-28 20:54:12
702,776,8,2025-12-28 19:13:10,2025-12-28 21:51:10
703,975,5,2025-12-28 19:13:50,2025-12-28 20:02:50
704,280,7,2025-12-28 19:14:35,2025-12-28 20:24:35
705,544,3,2025-12-28 19:12:37,2025-12-28 22:59:37
706,479,9,2025-12-28 19:13:32,2025-12-28 22:55:32
707,683,6,2025-12-28 19:13:44,2025-12-28 20:28:44
708,410,7,2025-12-28 19:11:54,2025-12-28 19:43:54
709,322,9,2025-12-28 19:12:55,2025-12-28 22:43:55
710,237,3,2025-12-28 19:14:23,2025-12-28 19:30:23
711,937,1,2025-12-28 19:14:09,2025-12-28 19:24:09
712,594,8,2025-12-28 19:14:30,2025-12-28 19:56:30
713,934,4,2025-12-28 19:12:44,2025-12-28 21:17:44
714,146,10,2025-12-28 19:13:35,2025-12-28 22:41:35
715,761,7,2025-12-28 19:14:25,2025-12-28 22:11:25
716,431,1,2025-12-28 19:12:59,2025-12-28 20:23:59
717,271,10,2025-12-28 19:12:44,2025-12-28 21:24:44
718,595,9,2025-12-28 19:12:40,2025-12-28 20:05:40
719,999,4,2025-12-28 19:12:12,2025-12-28 20:39:12
720,127,2,2025-12-28 19:12:04,2025-12-28 22:09:04
721,297,8,2025-12-28 19:12:30,2025-12-28 22:13:30
722,57,5,2025-12-28 19:12:47,2025-12-28 20:15:47
723,505,4,2025-12-28 19:14:09,2025-12-28 23:12:09
724,198,3,2025-12-28 19:14:36,2025-12-28 21:55:36
725,155,4,2025-12-28 19:14:03,2025-12-28 20:23:03
726,243,6,2025-12-28 19:14:12,2025-12-28 22:36:12
727,638,2,2025-12-28 19:12:22,2025-12-28 21:40:22
728,907,3,2025-12-28 19:13:40,2025-12-28 22:15:40
729,35,6,2025-12-28 19:13:55,2025-12-28 20:59:55
730,738,2,2025-12-28 19:14:12,2025-12-28 22:14:12
731,758,9,2025-12-28 19:13:05,2025-12-28 19:30:05
732,829,2,2025-12-28 19:12:58,2025-12-28 20:21:58
733,912,6,2025-12-28 19:12:08,2025-12-28 19:22:08
734,917,3,2025-12-28 19:14:05,2025-12-28 21:55:05
735,684,10,2025-12-28 19:12:07,2025-12-28 20:50:07
736,371,8,2025-12-28 19:12:53,2025-12-28 21:12:53
737,372,6,2025-12-28 19:13:51,2025-12-28 21:57:51
738,905,4,2025-12-28 19:14:18,2025-12-28 21:26:18
739,342,3,2025-12-28 19:13:10,2025-12-28 22:08:10
740,191,6,2025-12-28 19:12:07,2025-12-28 19:21:07
741,23,10,2025-12-28 19:14:17,2025-12-28 19:52:17
742,73,10,2025-12-28 19:14:11,2025-12-28 19:45:11
743,853,9,2025-12-28 19:12:20,2025-12-28 23:02:20
744,859,10,2025-12-28 19:12:04,2025-12-28 23:00:04
745,436,5,2025-12-28 19:11:53,2025-12-28 22:47:53
746,16,1,2025-12-28 19:13:56,2025-12-28 22:44:56
747,177,4,2025-12-28 19:14:32,2025-12-28 21:25:32
748,744,9,2025-12-28 19:12:19,2025-12-28 19:19:19
749,584,10,2025-12-28 19:13:42,2025-12-28 21:13:42
750,681,8,2025-12-28 19:13:48,2025-12-28 22:41:48
751,767,2,2025-12-28 19:14:33,2025-12-28 22:59:33
752,769,3,2025-12-28 19:13:50,2025-12-28 19:26:50
753,371,9,2025-12-28 19:14:01,2025-12-28 20:05:01
754,939,2,2025-12-28 19:13:38,2025-12-28 23:00:38
755,606,7,2025-12-28 19:13:24,2025-12-28 21:20:24
756,352,4,2025-12-28 19:12:07,2025-12-28 21:59:07
757,497,2,2025-12-28 19:12:27,2025-12-28 19:27:27
758,554,10,2025-12-28 19:13:49,2025-12-28 19:58:49
759,765,9,2025-12-28 19:13:50,2025-12-28 19:33:50
760,220,6,2025-12-28 19:12:26,2025-12-28 21:39:26
761,699,6,2025-12-28 19:13:07,2025-12-28 20:18:07
762,694,7,2025-12-28 19:13:53,2025-12-28 19:20:53
763,497,1,2025-12-28 19:13:20,2025-12-28 19:23:20
764,513,3,2025-12-28 19:12:11,2025-12-28 22:34:11
765,626,10,2025-12-28 19:13:56,2025-12-28 22:01:56
766,761,2,2025-12-28 19:14:17,2025-12-28 20:47:17
767,622,6,2025-12-28 19:13:07,2025-12-28 21:58:07
768,171,3,2025-12-28 19:12:59,2025-12-28 21:08:59
769,287,10,2025-12-28 19:14:45,2025-12-28 20:12:45
770,94,2,2025-12-28 19:11:54,2025-12-28 19:19:54
771,385,5,2025-12-28 19:12:24,2025-12-28 22:41:24
772,711,8,2025-12-28 19:14:44,2025-12-28 20:17:44
773,13,7,2025-12-28 19:12:19,2025-12-28 21:43:19
774,314,10,2025-12-28 19:14:35,2025-12-28 19:58:35
775,113,6,2025-12-28 19:14:17,2025-12-28 19:24:17
776,810,6,2025-12-28 19:13:15,2025-12-28 20:39:15
777,975,4,2025-12-28 19:13:10,2025-12-28 20:44:10
778,988,4,2025-12-28 19:12:43,2025-12-28 20:18:43
779,515,10,2025-12-28 19:14:26,2025-12-28 20:12:26
780,260,2,2025-12-28 19:14:18,2025-12-28 20:34:18
781,714,7,2025-12-28 19:13:25,2025-12-28 19:40:25
782,186,9,2025-12-28 19:12:58,2025-12-28 20:40:58
783,964,7,2025-12-28 19:13:02,2025-12-28 20:04:02
784,633,4,2025-12-28 19:13:10,2025-12-28 23:04:10
785,509,3,2025-12-28 19:13:50,2025-12-28 21:06:50
786,703,5,2025-12-28 19:12:31,2025-12-28 20:19:31
787,211,9,2025-12-28 19:13:34,2025-12-28 20:57:34
788,960,4,2025-12-28 19:14:51,2025-12-28 22:36:51
789,94,3,2025-12-28 19:14:38,2025-12-28 22:42:38
790,94,1,2025-12-28 19:13:03,2025-12-28 22:13:03
791,583,7,2025-12-28 19:14:20,2025-12-28 19:26:20
792,811,4,2025-12-28 19:13:13,2025-12-28 21:06:13
793,413,1,2025-12-28 19:13:46,2025-12-28 20:28:46
794,69,4,2025-12-28 19:14:40,2025-12-28 22:50:40
795,634,1,2025-12-28 19:14:00,2025-12-28 21:10:00
796,432,5,2025-12-28 19:14:24,2025-12-28 22:24:24
797,879,2,2025-12-28 19:14:01,2025-12-28 21:41:01
798,746,5,2025-12-28 19:12:05,2025-12-28 22:18:05
799,875,6,2025-12-28 19:13:35,2025-12-28 23:06:35
800,192,7,2025-12-28 19:12:29,2025-12-28 21:58:29
801,855,9,2025-12-28 19:14:00,2025-12-28 20:39:00
802,922,1,2025-12-28 19:12:44,2025-12-28 20:46:44
803,471,2,2025-12-28 19:13:44,2025-12-28 19:57:44
804,327,8,2025-12-28 19:13:03,2025-12-28 20:55:03
805,704,3,2025-12-28 19:14:21,2025-12-28 21:24:21
806,342,8,2025-12-28 19:13:39,2025-12-28 19:54:39
807,842,8,2025-12-28 19:12:21,2025-12-28 19:19:21
808,162,6,2025-12-28 19:13:08,2025-12-28 20:48:08
809,966,2,2025-12-28 19:13:32,2025-12-28 22:54:32
810,556,7,2025-12-28 19:13:59,2025-12-28 21:40:59
811,849,6,2025-12-28 19:14:12,2025-12-28 20:26:12
812,781,7,2025-12-28 19:14:35,2025-12-28 20:24:35
813,760,9,2025-12-28 19:14:34,2025-12-28 21:36:34
814,512,8,2025-12-28 19:13:58,2025-12-28 21:48:58
815,326,8,2025-12-28 19:12:14,2025-12-28 19:50:14
816,996,9,2025-12-28 19:14:34,2025-12-28 20:38:34
817,558,9,2025-12-28 19:14:27,2025-12-28 22:53:27
818,965,5,2025-12-28 19:14:18,2025-12-28 22:31:18
819,640,3,2025-12-28 19:14:37,2025-12-28 21:30:37
820,81,5,2025-12-28 19:13:22,2025-12-28 20:21:22
821,823,2,2025-12-28 19:13:48,2025-12-28 19:46:48
822,990,6,2025-12-28 19:12:15,2025-12-28 19:37:15
823,791,2,2025-12-28 19:12:16,2025-12-28 21:27:16
824,844,1,2025-12-28 19:13:08,2025-12-28 20:43:08
825,462,3,2025-12-28 19:13:58,2025-12-28 20:38:58
826,879,1,2025-12-28 19:14:16,2025-12-28 20:58:16
827,304,4,2025-12-28 19:11:55,2025-12-28 19:46:55
828,801,8,2025-12-28 19:12:22,2025-12-28 20:00:22
829,202,4,2025-12-28 19:12:50,2025-12-28 21:55:50
830,478,5,2025-12-28 19:12:17,2025-12-28 22:44:17
831,978,3,2025-12-28 19:12:02,2025-12-28 19:23:02
832,312,4,2025-12-28 19:13:34,2025-12-28 20:58:34
833,312,5,2025-12-28 19:12:19,2025-12-28 19:54:19
834,647,3,2025-12-28 19:13:40,2025-12-28 20:33:40
835,296,8,2025-12-28 19:12:07,2025-12-28 20:05:07
836,286,8,2025-12-28 19:12:50,2025-12-28 21:40:50
837,210,4,2025-12-28 19:12:17,2025-12-28 21:34:17
838,667,3,2025-12-28 19:12:36,2025-12-28 20:09:36
839,480,2,2025-12-28 19:13:39,2025-12-28 22:50:39
840,257,6,2025-12-28 19:13:28,2025-12-28 20:32:28
841,218,4,2025-12-28 19:14:15,2025-12-28 21:06:15
842,759,3,2025-12-28 19:13:48,2025-12-28 21:41:48
843,632,7,2025-12-28 19:12:20,2025-12-28 19:32:20
844,562,6,2025-12-28 19:13:36,2025-12-28 19:29:36
845,192,1,2025-12-28 19:13:34,2025-12-28 22:08:34
846,228,3,2025-12-28 19:13:30,2025-12-28 22:16:30
847,7,10,2025-12-28 19:12:51,2025-12-28 20:55:51
848,630,7,2025-12-28 19:14:14,2025-12-28 20:46:14
849,531,10,2025-12-28 19:14:26,2025-12-28 19:29:26
850,32,10,2025-12-28 19:12:08,2025-12-28 21:40:08
851,296,4,2025-12-28 19:12:44,2025-12-28 22:53:44
852,144,8,2025-12-28 19:12:11,2025-12-28 22:51:11
853,941,2,2025-12-28 19:14:04,2025-12-28 19:24:04
854,223,2,2025-12-28 19:12:19,2025-12-28 21:51:19
855,353,4,2025-12-28 19:14:32,2025-12-28 21:45:32
856,713,5,2025-12-28 19:11:57,2025-12-28 20:37:57
857,121,6,2025-12-28 19:12:46,2025-12-28 21:28:46
858,889,2,2025-12-28 19:14:50,2025-12-28 21:11:50
859,980,8,2025-12-28 19:12:21,2025-12-28 20:50:21
860,773,1,2025-12-28 19:13:04,2025-12-28 19:29:04
861,529,7,2025-12-28 19:12:05,2025-12-28 22:02:05
862,252,8,2025-12-28 19:12:47,2025-12-28 22:00:47
863,120,8,2025-12-28 19:11:52,2025-12-28 22:38:52
864,674,2,2025-12-28 19:13:00,2025-12-28 22:34:00
865,403,9,2025-12-28 19:14:45,2025-12-28 20:51:45
866,796,2,2025-12-28 19:12:43,2025-12-28 19:35:43
867,48,7,2025-12-28 19:12:22,2025-12-28 20:29:22
868,509,10,2025-12-28 19:13:47,2025-12-28 22:47:47
869,511,1,2025-12-28 19:12:59,2025-12-28 23:06:59
870,575,9,2025-12-28 19:13:29,2025-12-28 20:36:29
871,623,1,2025-12-28 19:13:20,2025-12-28 22:54:20
